Date,MSFT,KLM,ING,MOS
2011-09-29,21.21,0.08,6.13,48.49
2011-09-30,20.57,0.07,5.69,45.34
2011-10-18,22.0,0.06,6.48,46.37
2011-10-20,22.26,0.08,6.8,45.59
2011-10-21,22.17,0.08,6.89,48.29
2011-10-25,22.11,0.07,7.28,50.1
2011-10-28,22.16,0.07,7.48,52.66
2011-11-09,21.71,0.07,5.95,49.53
2011-11-10,21.61,0.08,6.27,48.81
2011-11-11,21.7,0.07,6.32,48.84
2011-11-14,21.95,0.07,6.25,49.09
2011-11-16,21.77,0.07,5.76,47.32
2011-11-17,21.4,0.06,5.78,48.25
2011-11-18,20.96,0.06,5.72,44.39
2011-11-21,20.76,0.08,5.46,44.05
2011-11-22,20.47,0.07,5.27,45.45
2011-11-23,20.24,0.07,5.16,43.8
2011-11-25,20.05,0.06,4.99,42.65
2011-11-28,20.52,0.06,5.55,43.61
2011-11-29,20.42,0.06,5.69,43.54
2011-11-30,20.87,0.06,6.08,44.58
2011-12-01,21.03,0.05,6.09,45.44
2011-12-02,21.05,0.06,6.5,45.64
2011-12-05,21.21,0.05,6.86,44.25
2011-12-06,21.23,0.05,6.73,43.97
2011-12-07,21.12,0.05,6.19,45.1
2011-12-08,20.96,0.06,6.19,45.1
2011-12-09,20.99,0.05,6.09,42.75
2011-12-12,20.9,0.05,5.66,42.57
2011-12-13,21.18,0.06,5.55,42.88
2011-12-14,21.16,0.06,5.28,41.84
2011-12-15,21.16,0.06,5.42,40.63
2011-12-16,21.12,0.05,5.38,40.89
2011-12-19,21.4,0.07,5.39,41.17
2011-12-20,21.27,0.06,5.53,41.49
2011-12-21,21.4,0.07,5.64,42.7
2011-12-22,21.24,0.06,5.66,42.59
2011-12-23,21.31,0.06,5.85,44.37
2011-12-27,21.35,0.06,5.79,44.79
2011-12-28,21.48,0.06,5.73,44.54
2011-12-29,21.35,0.06,5.46,41.37
2011-12-30,21.39,0.06,5.65,42.92
2012-01-03,21.84,0.06,5.9,44.08
2012-01-04,22.06,0.06,5.83,44.41
2012-01-05,22.52,0.06,5.65,44.49
2012-01-06,22.65,0.06,5.64,45.96
2012-01-09,23.07,0.06,5.59,45.09
2012-01-10,22.98,0.05,5.84,46.18
2012-01-11,22.56,0.05,6.04,46.68
2012-01-12,22.93,0.05,6.43,46.04
2012-01-13,22.97,0.06,5.98,46.1
2012-01-17,23.36,0.06,6.48,47.79
2012-01-18,23.29,0.06,6.67,46.98
2012-01-19,23.16,0.06,7.26,46.5
2012-01-20,23.71,0.06,7.1,46.06
2012-01-23,24.31,0.06,7.27,46.91
2012-01-24,24.24,0.05,7.09,46.45
2012-01-25,23.91,0.05,7.08,46.69
2012-01-26,24.36,0.05,7.37,47.73
2012-01-27,24.23,0.05,7.17,47.05
2012-01-30,23.83,0.05,6.88,47.44
2012-01-31,24.4,0.06,7.26,48.33
2012-02-01,24.51,0.05,7.52,48.37
2012-02-02,24.6,0.05,7.75,48.97
2012-02-03,24.79,0.05,7.68,49.06
2012-02-06,24.71,0.05,7.55,48.81
2012-02-07,24.8,0.05,7.56,48.75
2012-02-08,24.89,0.05,7.7,48.41
2012-02-09,25.24,0.05,7.42,48.07
2012-02-10,25.2,0.05,6.79,47.43
2012-02-13,25.2,0.05,6.97,46.93
2012-02-14,25.11,0.05,6.77,46.91
2012-02-15,25.11,0.05,6.96,46.59
2012-02-16,25.1,0.05,6.76,46.91
2012-02-17,25.83,0.05,7.27,47.67
2012-02-21,25.82,0.06,7.11,47.85
2012-02-22,26.04,0.06,6.94,50.9
2012-02-23,25.83,0.06,6.96,50.56
2012-02-24,26.07,0.06,7.05,50.66
2012-02-27,25.87,0.06,6.83,50.0
2012-02-28,26.01,0.06,7.04,50.37
2012-02-29,26.41,0.06,7.15,50.69
2012-03-01,26.44,0.06,6.97,49.98
2012-03-02,26.75,0.06,7.25,49.26
2012-03-05,26.5,0.07,7.19,49.32
2012-03-06,26.12,0.08,6.85,47.09
2012-03-07,26.22,0.08,6.77,47.12
2012-03-08,26.53,0.08,7.07,47.44
2012-03-09,26.58,0.07,6.94,47.52
2012-03-12,26.47,0.07,6.94,47.26
2012-03-13,26.69,0.07,6.96,47.31
2012-03-14,26.94,0.06,7.29,47.44
2012-03-15,27.15,0.06,7.29,47.26
2012-03-16,27.25,0.06,7.47,47.87
2012-03-19,26.94,0.06,7.37,49.05
2012-03-20,26.58,0.06,7.27,49.97
2012-03-21,26.46,0.06,7.18,50.01
2012-03-22,26.34,0.06,6.92,48.64
2012-03-23,26.58,0.06,6.87,49.44
2012-03-26,26.65,0.06,7.03,49.78
2012-03-27,27.03,0.06,7.18,50.32
2012-03-28,26.93,0.06,7.0,50.02
2012-03-29,26.55,0.06,6.63,48.18
2012-03-30,26.83,0.06,6.58,47.69
2012-04-02,26.68,0.07,6.42,47.31
2012-04-03,26.63,0.07,6.43,47.5
2012-04-04,26.21,0.07,6.1,46.39
2012-04-05,25.79,0.07,5.82,45.89
2012-04-09,25.85,0.08,5.81,44.61
2012-04-10,25.72,0.06,5.71,43.77
2012-04-11,25.2,0.06,5.83,43.44
2012-04-12,25.24,0.06,5.72,42.93
2012-04-13,25.58,0.06,5.75,43.67
2012-04-16,25.66,0.08,5.61,43.2
2012-04-17,25.89,0.09,5.72,43.11
2012-04-18,25.9,0.08,5.7,43.32
2012-04-19,25.78,0.08,5.7,43.48
2012-04-20,26.62,0.08,5.74,43.56
2012-04-23,26.75,0.09,5.33,43.15
2012-04-24,26.67,0.08,5.38,43.14
2012-04-25,26.43,0.07,5.72,45.76
2012-04-26,26.6,0.06,5.53,44.87
2012-04-27,26.6,0.06,5.64,45.19
2012-04-30,26.48,0.08,5.61,45.21
2012-05-01,26.54,0.08,5.59,45.12
2012-05-02,26.37,0.08,5.46,45.3
2012-05-03,26.4,0.09,5.43,45.14
2012-05-04,26.04,0.09,5.31,44.56
2012-05-07,25.42,0.09,5.32,43.35
2012-05-08,25.24,0.08,5.23,43.23
2012-05-09,25.0,0.08,5.14,42.6
2012-05-10,25.55,0.08,5.38,42.94
2012-05-11,25.41,0.08,5.19,41.6
2012-05-14,25.52,0.08,4.97,41.44
2012-05-15,25.54,0.08,4.86,41.2
2012-05-16,25.26,0.08,4.88,40.7
2012-05-17,24.99,0.08,4.63,40.1
2012-05-18,24.83,0.08,4.67,39.36
2012-05-21,24.25,0.08,4.6,39.96
2012-05-22,24.74,0.07,4.85,41.26
2012-05-23,24.46,0.08,4.75,39.97
2012-05-24,24.3,0.07,4.8,41.53
2012-05-25,24.34,0.08,4.71,41.67
2012-05-29,24.49,0.07,4.78,41.85
2012-05-30,24.46,0.08,4.66,41.95
2012-05-31,24.42,0.06,4.57,40.99
2012-06-01,23.97,0.07,4.46,40.11
2012-06-04,23.85,0.07,4.59,38.82
2012-06-05,23.76,0.07,4.57,38.8
2012-06-06,24.07,0.07,4.78,40.29
2012-06-07,24.7,0.07,5.03,41.75
2012-06-08,24.34,0.06,4.7,40.59
2012-06-11,24.78,0.08,4.93,42.26
2012-06-12,24.25,0.09,4.67,40.89
2012-06-13,24.35,0.1,4.59,41.43
2012-06-14,24.44,0.1,4.56,40.69
2012-06-15,24.66,0.1,4.88,41.16
2012-06-18,24.99,0.12,4.71,42.24
2012-06-19,25.16,0.11,4.89,43.36
2012-06-20,25.78,0.1,5.04,44.55
2012-06-21,25.8,0.1,5.17,44.51
2012-06-22,25.25,0.1,5.12,43.4
2012-06-25,25.25,0.1,4.76,43.44
2012-06-26,25.0,0.09,4.71,44.57
2012-06-27,25.16,0.09,4.77,46.07
2012-06-28,24.99,0.09,4.69,45.55
2012-06-29,25.38,0.09,5.17,46.52
2012-07-02,25.52,0.09,5.23,47.07
2012-07-03,25.19,0.09,5.29,47.03
2012-07-05,25.49,0.09,5.16,47.63
2012-07-06,25.51,0.09,4.98,47.38
2012-07-09,25.1,0.09,4.91,48.01
2012-07-10,25.07,0.09,4.98,47.53
2012-07-11,24.76,0.12,4.98,47.58
2012-07-12,24.29,0.1,5.04,47.15
2012-07-13,23.97,0.09,5.01,46.77
2012-07-16,24.57,0.09,5.13,46.82
2012-07-17,24.7,0.09,5.18,48.69
2012-07-18,24.67,0.09,5.11,50.24
2012-07-19,25.43,0.09,5.18,49.9
2012-07-20,25.84,0.09,4.98,48.91
2012-07-23,24.64,0.09,4.56,48.68
2012-07-24,24.37,0.1,4.56,49.38
2012-07-25,24.37,0.09,4.6,49.09
2012-07-26,24.36,0.09,4.88,49.57
2012-07-27,24.57,0.1,5.01,50.06
2012-07-30,24.79,0.08,5.15,50.14
2012-07-31,24.57,0.08,5.16,50.0
2012-08-01,24.66,0.08,5.22,50.42
2012-08-02,24.34,0.08,4.86,49.22
2012-08-03,24.61,0.08,5.14,49.82
2012-08-06,25.0,0.08,5.44,49.69
2012-08-07,25.06,0.08,5.59,49.46
2012-08-08,25.18,0.08,5.47,49.67
2012-08-09,25.33,0.08,5.57,49.76
2012-08-10,25.42,0.08,5.62,50.11
2012-08-13,25.29,0.08,5.75,50.14
2012-08-14,25.42,0.08,5.68,49.85
2012-08-15,25.26,0.07,5.57,49.54
2012-08-16,25.47,0.07,5.6,50.12
2012-08-17,25.94,0.07,5.78,51.49
2012-08-20,25.86,0.07,5.68,51.41
2012-08-21,25.81,0.07,5.82,50.65
2012-08-22,25.66,0.06,5.77,50.58
2012-08-23,25.5,0.06,5.79,50.61
2012-08-24,25.38,0.08,5.56,49.46
2012-08-27,25.95,0.08,5.72,49.34
2012-08-28,25.76,0.08,5.7,48.85
2012-08-29,25.71,0.08,5.65,48.8
2012-08-30,25.61,0.08,5.86,49.3
2012-08-31,25.67,0.08,5.96,49.28
2012-09-04,25.55,0.08,6.02,49.88
2012-09-05,25.35,0.08,6.05,48.94
2012-09-06,25.59,0.08,6.13,50.87
2012-09-07,26.04,0.08,6.77,52.57
2012-09-10,25.87,0.08,6.76,51.66
2012-09-11,25.75,0.07,6.62,51.7
2012-09-12,25.96,0.09,6.95,51.61
2012-09-13,25.92,0.09,6.72,51.52
2012-09-14,26.02,0.09,7.08,52.52
2012-09-17,26.17,0.08,7.04,52.18
2012-09-18,26.09,0.08,6.87,51.13
2012-09-19,26.08,0.08,6.78,50.96
2012-09-20,25.97,0.08,6.65,51.34
2012-09-21,26.37,0.08,6.87,52.23
2012-09-24,26.01,0.08,6.66,51.1
2012-09-25,25.97,0.08,6.68,51.39
2012-09-26,25.4,0.07,6.47,49.26
2012-09-27,25.31,0.07,6.41,49.51
2012-09-28,25.32,0.06,6.35,49.52
2012-10-01,25.01,0.08,6.41,49.83
2012-10-02,24.9,0.07,6.54,48.35
2012-10-03,24.96,0.07,6.51,47.63
2012-10-04,25.14,0.08,6.58,47.33
2012-10-05,25.36,0.07,6.74,47.8
2012-10-08,24.87,0.08,6.6,47.19
2012-10-09,24.9,0.08,6.55,46.93
2012-10-10,24.46,0.09,6.49,46.85
2012-10-11,24.51,0.08,6.7,47.59
2012-10-12,24.3,0.07,6.77,47.52
2012-10-15,24.64,0.08,6.85,46.63
2012-10-16,24.71,0.07,7.03,46.64
2012-10-17,24.58,0.08,7.18,46.64
2012-10-18,24.88,0.08,7.26,47.22
2012-10-19,24.37,0.08,7.18,46.86
2012-10-22,24.1,0.08,7.26,46.44
2012-10-23,23.3,0.08,6.86,46.03
2012-10-24,23.63,0.08,6.96,46.09
2012-10-25,23.65,0.08,6.99,46.12
2012-10-26,23.37,0.07,6.84,45.68
2012-10-31,23.95,0.06,7.01,45.9
2012-11-01,24.2,0.06,7.05,45.42
2012-11-02,24.82,0.06,7.08,46.5
2012-11-05,24.85,0.06,6.95,44.94
2012-11-06,25.02,0.06,6.94,45.72
2012-11-07,24.77,0.05,6.88,45.6
2012-11-08,24.43,0.05,6.81,45.06
2012-11-09,24.23,0.06,6.57,44.3
2012-11-12,24.28,0.06,6.76,44.65
2012-11-13,22.86,0.06,6.64,44.11
2012-11-14,23.04,0.05,6.78,41.78
2012-11-15,22.74,0.05,6.73,42.33
2012-11-16,22.56,0.05,6.64,42.49
2012-11-19,22.67,0.05,6.74,43.38
2012-11-20,22.64,0.05,6.83,44.09
2012-11-21,22.59,0.05,6.93,45.25
2012-11-23,23.03,0.05,7.03,45.11
2012-11-26,23.29,0.05,7.01,45.65
2012-11-27,23.14,0.05,6.97,45.97
2012-11-28,22.85,0.05,6.85,45.69
2012-11-29,22.93,0.05,7.05,46.34
2012-11-30,22.88,0.05,7.11,46.77
2012-12-03,22.65,0.05,7.12,46.95
2012-12-04,22.42,0.05,7.23,45.86
2012-12-05,22.31,0.05,7.3,45.9
2012-12-06,22.68,0.05,7.38,45.92
2012-12-07,22.69,0.05,7.34,46.68
2012-12-10,22.47,0.05,7.25,46.21
2012-12-11,22.88,0.05,7.3,47.2
2012-12-12,23.29,0.06,7.36,48.68
2012-12-13,23.11,0.06,7.39,48.8
2012-12-14,22.93,0.06,7.43,48.03
2012-12-17,22.66,0.06,7.44,48.28
2012-12-18,23.05,0.06,7.39,48.48
2012-12-19,23.42,0.06,7.53,48.38
2012-12-20,23.14,0.05,7.51,47.8
2012-12-21,23.22,0.05,7.27,47.72
2012-12-24,23.01,0.06,7.3,48.04
2012-12-26,22.86,0.06,7.3,48.32
2012-12-27,22.75,0.05,7.47,48.5
2012-12-28,22.59,0.05,7.3,48.11
2012-12-31,22.49,0.05,7.33,47.59
2013-01-02,23.05,0.05,7.62,50.19
2013-01-03,23.37,0.05,7.54,49.8
2013-01-04,23.07,0.05,7.56,49.71
2013-01-07,22.64,0.05,7.78,50.35
2013-01-08,22.63,0.05,7.8,51.01
2013-01-09,22.6,0.05,7.82,50.74
2013-01-10,22.54,0.05,8.13,51.53
2013-01-11,22.41,0.05,8.16,51.49
2013-01-14,22.75,0.05,8.24,51.68
2013-01-15,22.69,0.05,8.1,51.26
2013-01-16,22.96,0.05,7.98,51.2
2013-01-17,23.0,0.05,8.05,51.16
2013-01-18,22.92,0.05,7.84,51.18
2013-01-22,23.09,0.05,7.89,51.15
2013-01-23,23.01,0.05,7.64,51.7
2013-01-24,23.43,0.05,7.67,51.56
2013-01-25,23.33,0.05,7.8,52.88
2013-01-28,23.69,0.05,7.96,54.58
2013-01-29,23.53,0.05,7.9,53.91
2013-01-30,23.69,0.05,7.94,53.6
2013-01-31,23.51,0.04,7.96,52.46
2013-02-01,23.4,0.04,7.89,53.53
2013-02-04,23.57,0.04,7.61,53.21
2013-02-05,23.36,0.04,7.48,53.18
2013-02-06,23.16,0.04,7.18,52.8
2013-02-07,23.13,0.04,7.33,52.96
2013-02-08,23.13,0.04,7.19,53.15
2013-02-11,23.39,0.04,7.27,53.29
2013-02-12,23.58,0.04,7.29,53.0
2013-02-13,23.62,0.04,7.16,53.38
2013-02-14,23.62,0.04,6.92,53.72
2013-02-15,23.72,0.04,6.99,53.56
2013-02-19,23.78,0.04,7.03,53.99
2013-02-20,23.99,0.04,6.97,53.1
2013-02-21,23.66,0.04,6.53,50.64
2013-02-22,23.61,0.04,6.56,49.55
2013-02-25,23.85,0.04,6.88,50.35
2013-02-26,23.35,0.04,6.28,48.98
2013-02-27,23.39,0.04,6.13,48.87
2013-02-28,23.78,0.05,6.29,50.57
2013-03-01,23.64,0.04,6.02,50.44
2013-03-04,23.75,0.04,6.1,50.63
2013-03-05,24.13,0.04,6.36,51.04
2013-03-06,24.06,0.04,6.51,50.98
2013-03-07,23.97,0.04,6.49,50.68
2013-03-08,24.09,0.04,6.66,51.64
2013-03-11,23.83,0.04,6.63,52.59
2013-03-12,23.74,0.04,6.72,53.78
2013-03-13,23.77,0.04,6.6,53.68
2013-03-14,23.88,0.05,6.62,53.65
2013-03-15,23.91,0.05,6.64,53.86
2013-03-18,23.78,0.05,6.25,53.66
2013-03-19,23.98,0.05,6.32,53.77
2013-03-20,24.17,0.04,6.32,53.59
2013-03-21,23.97,0.04,6.17,52.84
2013-03-22,24.04,0.04,6.18,52.23
2013-03-25,24.14,0.05,6.08,52.21
2013-03-26,24.08,0.04,5.8,51.66
2013-03-27,24.0,0.04,5.68,50.53
2013-03-28,24.15,0.04,5.74,51.64
2013-04-01,24.43,0.04,5.72,51.62
2013-04-02,24.38,0.04,5.75,51.68
2013-04-03,24.52,0.04,5.71,50.59
2013-04-04,24.21,0.04,5.82,50.72
2013-04-05,24.07,0.04,5.75,50.95
2013-04-08,24.5,0.04,5.74,51.39
2013-04-09,24.5,0.04,5.87,51.34
2013-04-10,25.22,0.04,6.08,52.14
2013-04-11,24.82,0.04,6.24,52.15
2013-04-12,24.6,0.04,6.16,52.45
2013-04-15,24.43,0.03,6.1,50.89
2013-04-16,24.65,0.04,6.28,50.09
2013-04-17,24.6,0.04,6.17,49.77
2013-04-18,24.69,0.03,5.98,50.65
2013-04-19,25.26,0.04,6.05,50.09
2013-04-22,25.84,0.04,6.09,50.05
2013-04-23,26.18,0.04,6.21,50.74
2013-04-24,26.11,0.04,6.36,50.78
2013-04-25,27.04,0.04,6.41,52.47
2013-04-26,27.21,0.03,6.35,52.8
2013-04-29,27.12,0.03,6.51,52.22
2013-04-30,27.77,0.03,6.51,53.71
2013-05-01,28.08,0.03,6.48,53.42
2013-05-02,27.83,0.03,6.41,52.8
2013-05-03,28.34,0.03,6.53,53.11
2013-05-06,28.5,0.03,6.62,53.06
2013-05-07,28.7,0.03,6.78,53.51
2013-05-08,28.2,0.03,6.95,54.32
2013-05-09,28.02,0.03,7.1,56.08
2013-05-10,27.86,0.03,7.0,55.75
2013-05-13,27.81,0.03,6.88,54.73
2013-05-14,28.22,0.03,6.82,53.43
2013-05-15,28.73,0.03,6.88,53.72
2013-05-16,28.89,0.03,6.92,53.39
2013-05-17,29.31,0.03,7.08,53.22
2013-05-20,29.83,0.03,7.3,52.91
2013-05-21,30.15,0.03,7.21,53.21
2013-05-22,29.88,0.02,7.36,52.51
2013-05-23,29.4,0.02,7.02,51.07
2013-05-24,29.13,0.02,7.08,51.96
2013-05-28,29.56,0.03,7.31,52.66
2013-05-29,29.84,0.03,7.3,52.7
2013-05-30,29.93,0.03,7.47,54.13
2013-05-31,29.9,0.03,7.43,53.64
2013-06-03,29.99,0.03,7.36,53.06
2013-06-04,30.59,0.03,7.37,53.06
2013-06-05,29.72,0.03,7.21,53.52
2013-06-06,29.92,0.02,7.1,52.3
2013-06-07,30.27,0.02,7.19,52.47
2013-06-10,30.5,0.02,7.3,52.9
2013-06-11,30.1,0.02,7.11,51.79
2013-06-12,30.18,0.02,7.19,50.82
2013-06-13,30.05,0.02,7.21,49.9
2013-06-14,29.67,0.02,7.3,51.05
2013-06-17,29.79,0.02,7.37,50.78
2013-06-18,30.03,0.02,7.41,50.69
2013-06-19,30.03,0.03,7.6,51.42
2013-06-20,29.42,0.03,7.23,50.21
2013-06-21,28.91,0.03,7.09,49.92
2013-06-24,28.29,0.03,6.77,48.7
2013-06-25,29.27,0.02,7.03,48.46
2013-06-26,29.3,0.02,7.12,47.64
2013-06-27,29.65,0.01,7.18,47.99
2013-06-28,29.53,0.01,7.18,46.85
2013-07-01,29.84,0.01,7.37,47.14
2013-07-02,29.55,0.01,7.3,46.51
2013-07-03,28.91,0.01,7.07,46.54
2013-07-05,29.28,0.02,7.43,47.2
2013-07-08,29.5,0.02,7.54,47.13
2013-07-09,29.7,0.03,7.56,47.92
2013-07-10,29.49,0.02,7.54,49.07
2013-07-11,30.06,0.03,7.65,49.16
2013-07-12,30.56,0.03,7.57,49.51
2013-07-15,30.63,0.03,7.6,48.54
2013-07-16,30.93,0.03,7.49,48.97
2013-07-17,31.21,0.03,7.56,47.4
2013-07-18,30.68,0.03,7.65,47.46
2013-07-19,27.83,0.03,7.7,46.93
2013-07-22,27.23,0.03,7.82,47.21
2013-07-23,27.41,0.03,7.97,46.91
2013-07-24,27.52,0.03,8.05,46.67
2013-07-25,27.16,0.03,7.93,45.41
2013-07-26,26.85,0.04,7.92,45.61
2013-07-29,27.03,0.04,7.99,45.66
2013-07-30,27.29,0.04,8.02,35.5
2013-07-31,27.46,0.04,7.97,37.22
2013-08-01,27.53,0.04,8.18,36.82
2013-08-02,27.22,0.04,8.3,36.31
2013-08-05,27.4,0.05,8.28,36.16
2013-08-06,27.1,0.05,8.27,36.11
2013-08-07,27.09,0.05,8.68,35.48
2013-08-08,27.69,0.04,8.81,36.86
2013-08-09,28.14,0.04,9.01,38.31
2013-08-12,27.88,0.04,9.1,37.23
2013-08-13,28.12,0.04,9.02,38.53
2013-08-14,27.8,0.04,9.09,38.9
2013-08-15,27.68,0.04,9.11,37.84
2013-08-16,27.49,0.04,8.95,38.42
2013-08-19,27.47,0.04,8.85,37.71
2013-08-20,27.19,0.04,8.72,36.87
2013-08-21,27.34,0.05,8.72,36.5
2013-08-22,27.84,0.05,9.0,36.08
2013-08-23,30.42,0.05,9.34,36.23
2013-08-26,29.75,0.05,9.14,37.77
2013-08-27,28.99,0.05,8.65,36.74
2013-08-28,28.88,0.04,8.72,36.09
2013-08-29,28.48,0.04,8.81,36.2
2013-08-30,28.86,0.04,8.65,36.47
2013-09-03,27.46,0.04,8.71,36.88
2013-09-04,27.15,0.05,8.65,36.17
2013-09-05,26.9,0.05,8.62,37.13
2013-09-06,27.08,0.05,8.74,37.02
2013-09-09,27.0,0.06,8.89,38.53
2013-09-10,27.59,0.05,9.19,39.1
2013-09-11,28.17,0.05,9.15,39.47
2013-09-12,28.3,0.05,9.17,39.25
2013-09-13,28.34,0.05,9.09,38.92
2013-09-16,28.87,0.05,9.53,40.84
2013-09-17,28.9,0.05,9.43,39.23
2013-09-18,28.53,0.05,9.42,39.33
2013-09-19,28.96,0.05,9.47,39.52
2013-09-20,28.9,0.05,9.25,39.73
2013-09-23,28.14,0.05,8.98,39.24
2013-09-24,28.43,0.05,9.11,38.73
2013-09-25,28.1,0.05,9.11,38.9
2013-09-26,28.23,0.05,9.04,39.02
2013-09-27,28.44,0.04,9.01,38.44
2013-09-30,28.54,0.04,8.84,37.69
2013-10-01,28.84,0.05,9.14,37.6
2013-10-02,28.85,0.04,9.38,38.25
2013-10-03,29.3,0.04,9.4,39.91
2013-10-04,29.14,0.04,9.36,39.41
2013-10-07,29.06,0.04,9.14,40.09
2013-10-08,28.81,0.04,9.21,39.9
2013-10-09,28.6,0.04,9.06,39.91
2013-10-10,28.81,0.04,9.5,40.47
2013-10-11,29.13,0.05,9.59,40.5
2013-10-14,29.32,0.05,9.43,39.48
2013-10-15,29.99,0.04,9.73,39.74
2013-10-16,29.93,0.04,9.92,40.1
2013-10-17,29.8,0.04,10.07,40.21
2013-10-18,30.12,0.04,10.19,40.78
2013-10-21,30.25,0.03,10.15,40.95
2013-10-22,30.29,0.03,10.2,41.07
2013-10-23,29.71,0.03,10.1,40.65
2013-10-24,29.25,0.03,10.26,40.33
2013-10-25,31.03,0.03,10.2,39.95
2013-10-28,30.8,0.03,10.11,41.03
2013-10-29,30.82,0.04,10.1,41.04
2013-10-30,30.73,0.04,10.11,41.16
2013-10-31,30.84,0.04,10.06,40.86
2013-11-01,30.85,0.04,10.16,40.23
2013-11-04,30.78,0.04,10.31,40.63
2013-11-05,30.95,0.03,9.96,40.75
2013-11-06,32.21,0.04,10.3,40.35
2013-11-07,32.83,0.04,10.4,40.64
2013-11-08,32.58,0.03,10.04,40.95
2013-11-11,32.6,0.03,10.18,42.03
2013-11-12,32.33,0.03,10.12,42.02
2013-11-13,31.98,0.03,9.87,41.81
2013-11-14,32.75,0.03,10.18,42.25
2013-11-15,32.82,0.03,10.24,42.2
2013-11-18,32.3,0.03,10.26,43.62
2013-11-19,32.11,0.03,10.21,42.31
2013-11-20,32.17,0.03,10.26,41.65
2013-11-21,32.48,0.03,10.11,41.6
2013-11-22,32.71,0.03,10.18,40.8
2013-11-25,33.05,0.03,10.21,41.6
2013-11-26,32.74,0.03,10.18,41.33
2013-11-27,32.74,0.03,10.24,41.07
2013-11-29,32.96,0.03,10.29,41.36
2013-12-02,33.19,0.03,10.24,42.03
2013-12-03,33.24,0.03,10.15,41.36
2013-12-04,33.3,0.03,9.92,41.06
2013-12-05,33.86,0.03,10.0,42.12
2013-12-06,33.48,0.03,10.03,41.6
2013-12-09,33.6,0.03,10.06,41.57
2013-12-10,33.65,0.03,10.03,40.4
2013-12-11,33.17,0.03,10.04,39.94
2013-12-12,32.8,0.03,9.77,38.94
2013-12-13,32.61,0.03,9.84,38.58
2013-12-16,32.01,0.04,10.03,38.86
2013-12-17,32.19,0.04,10.03,39.07
2013-12-18,31.69,0.03,10.11,39.16
2013-12-19,31.82,0.04,10.28,39.18
2013-12-20,31.55,0.04,10.49,39.24
2013-12-23,32.08,0.04,10.74,40.37
2013-12-24,32.0,0.04,10.76,40.93
2013-12-26,32.42,0.04,10.78,41.16
2013-12-27,32.75,0.04,10.92,41.38
2013-12-30,32.44,0.04,10.93,41.47
2013-12-31,32.59,0.04,10.95,41.38
2014-01-02,32.55,0.04,10.95,41.6
2014-01-03,32.42,0.04,10.85,41.49
2014-01-06,32.11,0.04,10.82,41.46
2014-01-07,31.66,0.04,11.02,41.04
2014-01-08,31.37,0.04,11.33,40.81
2014-01-09,31.27,0.04,11.39,41.62
2014-01-10,31.29,0.04,11.4,40.72
2014-01-13,31.36,0.04,11.38,40.94
2014-01-14,30.27,0.04,11.53,40.72
2014-01-15,31.29,0.04,11.7,43.0
2014-01-16,31.97,0.04,11.68,43.42
2014-01-17,32.1,0.03,11.56,43.34
2014-01-21,32.09,0.03,11.39,42.82
2014-01-22,31.6,0.03,11.2,41.61
2014-01-23,31.45,0.03,11.26,41.66
2014-01-24,32.64,0.04,10.89,41.15
2014-01-27,32.13,0.03,10.75,39.73
2014-01-28,31.48,0.03,10.94,39.39
2014-01-29,31.35,0.03,10.7,39.48
2014-01-30,32.06,0.03,10.78,39.31
2014-01-31,32.2,0.03,10.37,38.88
2014-02-03,32.89,0.03,10.41,39.47
2014-02-04,32.22,0.03,10.41,39.37
2014-02-05,31.62,0.03,10.58,39.67
2014-02-06,31.2,0.03,10.74,39.98
2014-02-07,31.65,0.03,10.88,41.15
2014-02-10,31.92,0.03,10.86,40.86
2014-02-11,32.14,0.03,10.85,42.08
2014-02-12,32.55,0.03,11.42,42.23
2014-02-13,32.53,0.03,11.24,42.12
2014-02-14,32.58,0.03,11.44,41.86
2014-02-18,33.04,0.03,11.53,42.23
2014-02-19,32.68,0.03,11.35,42.12
2014-02-20,32.99,0.03,11.3,41.93
2014-02-21,33.31,0.03,11.43,42.57
2014-02-24,33.09,0.03,11.42,42.32
2014-02-25,33.02,0.03,11.55,42.33
2014-02-26,32.99,0.03,11.42,42.32
2014-02-27,32.88,0.03,11.31,42.36
2014-02-28,33.35,0.03,11.46,42.66
2014-03-03,33.29,0.03,10.93,42.69
2014-03-04,33.54,0.03,11.23,43.45
2014-03-05,33.58,0.03,11.26,43.35
2014-03-06,33.49,0.03,11.38,44.34
2014-03-07,33.61,0.03,11.38,44.16
2014-03-10,33.35,0.03,11.23,43.99
2014-03-11,33.25,0.03,11.35,44.19
2014-03-12,33.19,0.02,11.2,42.92
2014-03-13,33.73,0.03,11.26,42.92
2014-03-14,33.06,0.03,10.59,42.15
2014-03-17,33.28,0.03,10.96,42.69
2014-03-18,33.59,0.03,11.06,42.45
2014-03-19,34.65,0.03,11.16,42.86
2014-03-20,34.46,0.03,11.05,43.14
2014-03-21,35.75,0.03,11.13,44.02
2014-03-24,35.42,0.03,10.93,43.05
2014-03-25,35.7,0.03,10.87,43.05
2014-03-26,35.54,0.02,10.93,43.31
2014-03-27,34.89,0.02,10.91,42.82
2014-03-28,34.94,0.02,10.84,43.29
2014-03-31,35.5,0.02,11.3,43.69
2014-04-01,36.13,0.02,11.55,44.21
2014-04-02,36.38,0.02,11.65,43.89
